ts.IDnum.w1,id,ts.endDateTime.w1,ts.exclusion.age.w1,outgoing1,findfault1,thorough1,nervous1,imagination1,reserved1,trusting1,lazy1,relaxed1,unartistic1,talkative1,original1,quarrels1,tense1,ingenious1,depressed1,enthusiasm1,forgiving1,assertive1,disorganized1,emotionallystable1,inventive1,cold1,perseveres1,moody1,artistic1,shy1,efficient1,calm1,routine1,plans1,reflect1,cooperate1,distracted1,sophisticated1,reliable1,worries1,quiet1,rude1,careless1,helpful1,considerate1,energy1,curious1,talkative2,findfault2,thorough2,depressed2,original2,reserved2,careless2,energy2,quarrels2,tense2,ingenious2,enthusiasm2,forgiving2,disorganized2,trusting2,emotionallystable2,inventive2,assertive2,cold2,perseveres2,connected2,moody2,artistic2,shy2,efficient2,calm2,routine2,plans2,nervous2,reflect2,unartistic2,cooperate2,distracted2,sophisticated2,helpful2,likesothers2,imagination2,outgoing2,lazy2,relaxed2,reliable2,worries2,quiet2,rude2,considerate2,curious2,talkative3,findfault3,thorough3,depressed3,original3,reserved3,careless3,energy3,quarrels3,tense3,ingenious3,enthusiasm3,forgiving3,disorganized3,trusting3,emotionallystable3,inventive3,assertive3,cold3,perseveres3,moody3,artistic3,shy3,efficient3,calm3,routine3,plans3,nervous3,reflect3,unartistic3,cooperate3,distracted3,sophisticated3,helpful3,relaxed3,reliable3,curious3,worries3,imagination3,quiet3,lazy3,considerate3,outgoing3,rude3,talkative_a,findfault_a,thorough_a,depressed_a,original_a,reserved_a,helpful_a,careless_a,relaxed_a,curious_a,energy_a,quarrels_a,reliable_a,tense_a,ingenious_a,enthusiasm_a,forgiving_a,disorganized_a,worries_a,imagination_a,quiet_a,trusting_a,lazy_a,emotionallystable_a,inventive_a,assertive_a,cold_a,perseveres_a,moody_a,artistic_a,shy_a,considerate_a,efficient_a,calm_a,routine_a,outgoing_a,rude_a,plans_a,nervous_a,reflect_a,unartistic_a,cooperate_a,distracted_a,sophisticated_a,talkative_b,findfault_b,thorough_b,depressed_b,original_b,reserved_b,helpful_b,careless_b,relaxed_b,curious_b,energy_b,quarrels_b,reliable_b,tense_b,ingenious_b,enthusiasm_b,forgiving_b,disorganized_b,worries_b,imagination_b,quiet_b,trusting_b,lazy_b,emotionallystable_b,inventive_b,assertive_b,cold_b,perseveres_b,moody_b,artistic_b,shy_b,considerate_b,efficient_b,calm_b,routine_b,outgoing_b,rude_b,plans_b,nervous_b,reflect_b,unartistic_b,cooperate_b,distracted_b,sophisticated_b,talkative_c,findfault_c,thorough_c,depressed_c,original_c,reserved_c,helpful_c,careless_c,relaxed_c,curious_c,energy_c,quarrels_c,reliable_c,tense_c,ingenious_c,enthusiasm_c,forgiving_c,disorganized_c,worries_c,imagination_c,quiet_c,trusting_c,lazy_c,emotionallystable_c,inventive_c,assertive_c,cold_c,perseveres_c,moody_c,artistic_c,shy_c,considerate_c,efficient_c,calm_c,routine_c,outgoing_c,rude_c,plans_c,nervous_c,reflect_c,unartistic_c,cooperate_c,distracted_c,sophisticated_c,talkative_d,findfault_d,thorough_d,depressed_d,original_d,reserved_d,helpful_d,careless_d,relaxed_d,curious_d,energy_d,quarrels_d,reliable_d,tense_d,ingenious_d,enthusiasm_d,forgiving_d,disorganized_d,worries_d,imagination_d,quiet_d,trusting_d,lazy_d,emotionallystable_d,inventive_d,assertive_d,cold_d,perseveres_d,moody_d,artistic_d,shy_d,considerate_d,efficient_d,calm_d,routine_d,outgoing_d,rude_d,plans_d,nervous_d,reflect_d,unartistic_d,cooperate_d,distracted_d,sophisticated_d
43050,10315,9/25/13 15:52,9/25/13 18:17,9,5,12,6,11,11,12,2,11,3,11,11,1,2,8,5,7,14,4,2,10,8,3,12,10,7,12,13,14,5,11,11,15,5,11,13,8,5,4,3,13,14,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,12,6,10,8,10,6,11,11,10,4,11,5,9,9,13,3,10,10,6,12,4,6,9,10,6,11,10,6,8,10,10,10,8,10,5,11,11,11,6,11,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43080,10316,9/24/13 13:01,9/24/13 15:26,5,9,11,5,15,13,13,9,14,1,6,10,1,9,15,10,5,15,11,2,15,10,13,11,2,15,12,9,15,11,14,15,8,9,15,12,5,10,11,1,10,10,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,12,8,6,12,13,4,15,15,12,1,11,10,12,3,14,1,5,12,11,13,7,15,7,9,14,12,5,15,13,10,11,15,12,6,12,15,8,14,1,6,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43110,10317,9/27/13 17:06,9/27/13 20:11,9,7,13,6,14,7,7,9,10,1,7,13,1,7,9,1,10,11,5,9,11,12,11,6,5,11,13,4,10,4,11,15,7,9,10,7,9,7,3,9,11,10,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,15,1,13,12,12,11,13,15,12,1,9,7,9,9,9,13,9,14,12,9,4,14,14,7,4,13,3,13,11,13,3,11,2,11,2,7,3,15,3,13,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43140,10318,9/30/13 16:59,9/30/13 19:02,6,11,12,9,12,10,11,7,9,2,9,12,2,4,5,5,9,13,6,10,11,12,3,11,9,15,7,9,10,6,7,6,10,10,13,13,13,12,4,4,13,11,7,10,6,9,NA,9,12,10,4,9,2,9,9,10,13,6,10,7,11,5,4,14,10,6,15,11,10,12,11,13,5,7,2,10,10,13,12,15,14,11,6,6,14,14,12,4,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,14,8,11,10,13,4,9,10,10,2,14,9,7,10,13,9,10,14,10,11,7,5,9,7,3,13,7,15,9,13,8,13,6,9,4,10,8,9,2,10,11,14,7,12,13,9,11,10,12,5,10,10,9,2,13,9,7,9,13,9,10,12,9,11,7,7,10,4,5,13,10,15,9,12,7,11,6,9,3,10,6,8,2,10,10,14,6,9,14,3,13,11,13,4,6,11,7,3,13,9,7,9,13,6,14,14,11,11,7,12,12,4,3,14,7,15,10,14,10,12,9,9,3,11,9,9,1,7,11,14,6,9,14,4,12,11,12,5,6,9,7,2,13,5,9,10,13,5,13,12,11,11,5,12,11,5,4,13,4,15,6,14,9,11,10,7,4,11,6,10,2,6,10,12
43170,10319,9/23/13 16:45,9/24/13 15:18,10,3,13,11,7,9,14,3,10,8,7,4,1,10,5,4,10,15,3,7,9,3,5,14,3,9,12,12,10,9,14,10,15,6,7,14,9,11,3,7,10,13,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,14,9,8,11,13,3,6,15,10,1,15,9,7,8,13,7,13,9,12,14,4,11,7,7,9,13,4,13,12,14,12,12,7,9,4,13,13,13,7,14,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,14,8,8,9,14,4,5,15,9,1,14,12,6,10,14,3,14,10,9,13,2,12,4,3,7,14,7,13,11,14,13,14,12,9,2,14,11,9,10,11,3,9
43200,10320,9/27/13 9:51,9/27/13 11:52,6,12,9,4,11,12,12,12,10,13,6,8,3,11,7,4,6,12,6,14,13,10,8,6,11,10,13,12,11,8,6,11,12,13,4,5,7,10,13,14,10,9,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43230,10322,9/24/13 13:16,9/24/13 15:54,3,8,11,10,5,3,13,12,5,3,3,8,1,11,11,8,2,13,3,2,8,8,8,11,8,13,14,6,8,11,10,8,6,11,8,14,10,14,1,5,12,13,3,4,4,8,12,8,8,12,4,4,4,10,8,4,10,2,12,12,8,4,8,12,8,6,12,14,10,10,8,12,10,8,2,8,8,6,10,10,4,4,10,8,12,8,12,6,10,4,6,4,12,8,4,12,6,2,2,10,8,4,8,1,12,10,6,4,10,12,4,12,14,12,14,12,12,10,8,4,8,10,4,8,10,12,4,6,2,12,8,10,4,6,5,8,11,8,5,11,8,8,5,10,5,1,12,8,8,5,10,1,8,8,12,10,10,8,8,5,10,12,10,12,12,10,10,10,10,6,6,10,10,10,5,8,11,5,4,4,12,8,4,12,8,10,6,4,2,2,12,8,8,4,8,2,10,8,14,12,10,10,4,2,10,10,10,12,14,8,10,8,10,4,8,10,10,8,4,10,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43260,10323,9/26/13 12:21,9/26/13 17:00,12,14,11,13,12,10,14,3,6,2,12,10,6,14,11,9,5,5,5,9,3,6,12,12,14,14,12,6,7,10,6,13,13,14,14,11,13,6,13,14,10,11,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,10,9,5,9,11,3,10,10,6,11,12,11,8,6,6,10,10,4,13,7,7,5,9,12,13,14,10,10,11,4,7,7,11,11,10,7,9,3,10,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43290,10324,10/7/13 16:55,10/7/13 19:04,14,6,11,2,15,2,14,15,13,1,14,11,1,2,4,1,12,15,13,15,15,11,1,8,2,10,5,9,12,3,10,12,14,15,5,13,3,1,12,14,12,10,13,13,15,4,12,1,12,4,15,13,1,10,4,15,15,15,15,15,13,13,2,13,14,2,11,3,11,15,8,13,3,8,5,14,13,4,11,15,13,15,12,15,14,3,1,10,13,15,15,8,13,1,13,2,14,13,1,8,8,14,15,15,12,15,14,15,1,13,2,8,4,10,14,8,14,3,8,3,14,14,3,13,14,15,15,3,11,1,11,12,15,12,15,1,12,1,11,2,11,14,14,12,12,2,12,1,8,14,15,14,3,11,2,14,14,15,13,12,2,12,2,9,4,11,6,14,8,15,11,14,3,8,4,11,15,7,15,4,12,1,13,2,11,14,15,15,15,1,15,3,8,14,15,15,4,13,1,13,13,15,14,15,1,13,1,8,2,12,13,15,8,15,11,14,2,8,6,15,14,6,15,5,13,1,13,2,10,14,15,15,15,4,15,2,8,13,15,13,4,10,2,11,12,15,13,13,2,13,2,8,4,12,12,15,4,13,11,13,3,5,3,15,14,5,15,1,12,1,14,4,8,15,15,15,13,1,14,8,8,14,15,12,6,13,3,14,7,15,14,15,3,15,1,9,8,11,8,13,4,14,8,14,5,10,4,15,14,5
43320,10325,10/2/13 15:49,10/2/13 17:41,12,11,9,8,13,12,11,11,11,5,11,12,3,4,10,12,8,13,7,13,9,11,9,10,10,11,13,9,9,5,6,9,11,12,11,11,8,6,9,12,8,13,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,9,7,7,9,9,13,10,8,10,9,6,8,8,7,11,11,7,11,10,8,9,9,8,9,8,10,11,4,11,11,8,10,7,9,8,8,9,12,9,9,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43350,10326,9/27/13 16:57,9/27/13 19:09,5,12,10,5,13,4,13,4,9,3,4,14,2,4,14,7,7,12,10,3,13,10,11,8,8,13,12,9,11,3,12,13,10,5,8,12,10,12,2,7,13,12,9,13,9,9,10,4,9,7,8,8,5,4,8,6,11,4,12,9,11,9,4,8,8,8,6,5,9,11,6,8,5,9,8,12,6,9,10,7,NA,NA,NA,11,12,11,NA,4,4,NA,11,12,11,9,12,11,12,11,3,7,11,8,10,6,11,8,12,9,2,9,7,10,9,11,9,10,8,3,10,7,10,5,6,9,11,13,10,7,10,11,7,11,11,10,8,11,12,4,12,8,10,4,12,11,12,8,15,13,14,12,10,3,8,12,10,14,5,14,10,11,13,9,9,10,10,11,10,14,3,8,2,9,7,11,11,10,6,5,12,11,12,8,12,6,9,7,12,11,13,8,14,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,10,8,6,10,NA,NA,NA,NA,10,8,7,9,4,10,10,10,12,10,6,10,12,7,9,6,13,7,14,6,13,12,14,12,14,9,12,9,13,5,10,9,12,13,7,10,13,12,7,12,12,12,9,12,12,10,8,10,11,9,6,13,12,11,7,10,8,10,13,5,10,6,9,5,12,12,13,4,13,10,11,9,14,6,NA,12,13,14,10,14,13,11,6,13,10,13,10,13,13,14,7,10,6,9,5,14,13,12,8,13
43380,10327,10/2/13 15:49,10/2/13 18:08,11,10,13,10,15,12,10,8,6,1,8,15,5,10,15,13,12,7,15,5,5,12,10,9,15,15,15,15,10,1,12,15,11,11,15,10,12,8,11,8,14,9,8,15,9,6,10,5,15,6,8,13,5,4,15,10,10,6,12,7,15,15,8,11,13,11,15,10,15,13,1,11,3,15,1,10,12,13,14,15,15,15,6,15,11,8,8,4,11,15,6,12,11,8,13,8,10,11,10,10,12,12,10,5,10,12,13,15,6,10,12,14,11,15,15,1,12,3,15,2,10,12,12,10,14,13,15,2,12,10,3,12,13,5,8,12,9,6,12,9,14,11,12,15,12,10,8,11,15,12,7,8,4,15,10,7,9,5,12,11,10,8,10,15,10,9,11,12,1,10,10,11,9,15,1,11,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,11,5,14,5,14,5,14,15,14,8,13,10,12,14,11,11,9,15,9,11,5,6,13,14,7,12,13,15,8,9,14,14,1,13,9,12,6,15,1,13,9,12,11,14,14,10,15,9,13,12,15,15,15,6,11,9,14,14,10,6,8,15,8,6,5,10,15,15,10,12,10,15,12,10,15,15,1,13,11,14,4,15,1,14,14,13
43410,10328,9/28/13 11:55,9/28/13 14:07,13,4,14,14,13,5,15,4,5,2,11,10,3,11,11,8,14,14,4,4,4,12,1,10,14,14,12,13,10,12,13,10,13,11,7,13,15,11,2,4,13,14,10,10,11,9,14,9,14,11,3,11,2,14,12,14,15,5,14,2,13,5,3,13,14,14,14,11,13,9,13,13,13,13,3,12,11,11,13,13,15,12,4,6,14,15,9,3,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,13,11,13,9,14,4,5,13,13,1,14,12,12,12,15,3,14,14,10,14,7,3,13,13,3,13,12,12,12,15,15,14,14,14,4,14,14,14,2,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43440,10329,9/27/13 9:51,9/27/13 12:46,6,8,8,4,13,8,13,12,12,11,11,13,3,3,6,3,11,12,7,10,14,11,6,13,4,6,8,15,14,8,6,11,14,11,3,11,3,7,3,11,13,11,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43470,10330,10/12/13 12:00,10/12/13 14:45,15,7,11,2,14,8,14,4,13,5,12,14,2,2,9,2,15,11,10,9,9,15,2,8,6,8,9,10,13,8,8,9,11,10,7,13,2,4,2,9,15,14,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,11,1,10,5,9,11,11,13,12,2,10,6,9,15,10,12,4,9,6,13,11,10,11,11,2,9,8,9,8,13,10,11,8,13,9,12,3,9,9,12,9,6,11,5,12,1,12,4,13,13,10,13,13,2,14,3,9,15,10,12,4,11,5,13,8,8,13,12,1,9,8,11,2,15,10,11,8,13,6,10,1,11,3,14,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
